.	O	O,A376BI2RNUIFRH,7516	O,AJ94N3I1A434D,9404	O,AAHZCL4LIPCBQ,10494	O,A4H9P49VU8GGW,10632	O,A3P74FP62XNVYI,10802	O,A1KFP5MDIL0QN1,24658	O,AKNV05F5X5YAC,2753

Attendance	O	O,A4H9P49VU8GGW,1636	O,A376BI2RNUIFRH,2215	O,AJ94N3I1A434D,2221	O,AAHZCL4LIPCBQ,2341	O,AKNV05F5X5YAC,2720	O,A1KFP5MDIL0QN1,4084	O,A3P74FP62XNVYI,5288
5,696	O	O,AJ94N3I1A434D,3074	O,A376BI2RNUIFRH,3116	O,A4H9P49VU8GGW,3155	O,AKNV05F5X5YAC,3393	O,AAHZCL4LIPCBQ,3566	O,A1KFP5MDIL0QN1,5766	O,A3P74FP62XNVYI,6394
.	O	O,AJ94N3I1A434D,3788	O,A376BI2RNUIFRH,3852	O,AKNV05F5X5YAC,3961	O,A4H9P49VU8GGW,4409	O,AAHZCL4LIPCBQ,5140	O,A1KFP5MDIL0QN1,7068	O,A3P74FP62XNVYI,8004

CRICKET	O	O,AJ94N3I1A434D,2066	O,AAHZCL4LIPCBQ,2457	O,AKNV05F5X5YAC,3230	O,A376BI2RNUIFRH,4084	O,A1KFP5MDIL0QN1,4109	PER,A4H9P49VU8GGW,4301	O,A3P74FP62XNVYI,6587
-	O	O,AJ94N3I1A434D,2985	O,AKNV05F5X5YAC,4067	O,AAHZCL4LIPCBQ,4251	O,A376BI2RNUIFRH,5147	O,A1KFP5MDIL0QN1,5230	O,A4H9P49VU8GGW,6798	O,A3P74FP62XNVYI,8131
ENGLAND	LOC	LOC,AJ94N3I1A434D,4337	LOC,AKNV05F5X5YAC,4660	LOC,A376BI2RNUIFRH,5972	LOC,A1KFP5MDIL0QN1,6598	LOC,AAHZCL4LIPCBQ,6653	LOC,A3P74FP62XNVYI,9604	LOC,A4H9P49VU8GGW,9730
NAME	O	O,AKNV05F5X5YAC,5284	O,AJ94N3I1A434D,6685	O,A376BI2RNUIFRH,6732	O,AAHZCL4LIPCBQ,8375	O,A1KFP5MDIL0QN1,8616	O,A3P74FP62XNVYI,11552	O,A4H9P49VU8GGW,12101
SQUAD	O	O,AKNV05F5X5YAC,5782	O,AJ94N3I1A434D,7928	O,A376BI2RNUIFRH,8285	O,A1KFP5MDIL0QN1,9795	O,AAHZCL4LIPCBQ,10538	O,A4H9P49VU8GGW,13597	O,A3P74FP62XNVYI,13977
FOR	O	O,AKNV05F5X5YAC,6307	O,AJ94N3I1A434D,8560	O,A376BI2RNUIFRH,8830	O,A1KFP5MDIL0QN1,10661	O,AAHZCL4LIPCBQ,11979	O,A3P74FP62XNVYI,15027	O,A4H9P49VU8GGW,15118
ONE-DAY	O	O,AKNV05F5X5YAC,6712	O,AJ94N3I1A434D,9053	O,A376BI2RNUIFRH,9331	O,A1KFP5MDIL0QN1,11913	O,AAHZCL4LIPCBQ,13421	O,A3P74FP62XNVYI,15838	O,A4H9P49VU8GGW,16601
INTERNATIONALS	O	O,AKNV05F5X5YAC,7216	O,AJ94N3I1A434D,9628	O,A376BI2RNUIFRH,9971	O,A1KFP5MDIL0QN1,13685	O,AAHZCL4LIPCBQ,15038	O,A4H9P49VU8GGW,18085	O,A3P74FP62XNVYI,18931
.	O	O,AKNV05F5X5YAC,7718	O,AJ94N3I1A434D,10292	O,A376BI2RNUIFRH,10780	O,A1KFP5MDIL0QN1,14644	O,AAHZCL4LIPCBQ,16825	O,A4H9P49VU8GGW,20067	O,A3P74FP62XNVYI,20883

30,000	O	O,AJ94N3I1A434D,1380	O,AAHZCL4LIPCBQ,1706	O,A1KFP5MDIL0QN1,1698	O,A3P74FP62XNVYI,1939	O,A4H9P49VU8GGW,1959	O,AKNV05F5X5YAC,2549	O,A376BI2RNUIFRH,3042
.	O	O,AJ94N3I1A434D,1932	O,A3P74FP62XNVYI,2598	O,A1KFP5MDIL0QN1,2678	O,AAHZCL4LIPCBQ,2952	O,AKNV05F5X5YAC,3002	O,A376BI2RNUIFRH,3527	O,A4H9P49VU8GGW,4314

Clinton	PER	PER,A376BI2RNUIFRH,2045	PER,AAHZCL4LIPCBQ,2428	PER,AJ94N3I1A434D,2420	PER,A4H9P49VU8GGW,2611	PER,A3P74FP62XNVYI,2765	PER,A1KFP5MDIL0QN1,2967	LOC,AKNV05F5X5YAC,4104
adviser	O	O,AJ94N3I1A434D,3703	O,AAHZCL4LIPCBQ,3985	O,AKNV05F5X5YAC,4826	O,A4H9P49VU8GGW,5061	O,A376BI2RNUIFRH,5957	O,A1KFP5MDIL0QN1,6114	O,A3P74FP62XNVYI,8032
Morris	PER	PER,AJ94N3I1A434D,4235	PER,AAHZCL4LIPCBQ,6427	PER,A376BI2RNUIFRH,6576	LOC,AKNV05F5X5YAC,6675	PER,A4H9P49VU8GGW,8098	PER,A1KFP5MDIL0QN1,8581	PER,A3P74FP62XNVYI,10126
announces	O	O,AJ94N3I1A434D,6362	O,AKNV05F5X5YAC,7207	O,A376BI2RNUIFRH,7310	O,AAHZCL4LIPCBQ,7746	O,A1KFP5MDIL0QN1,9960	O,A4H9P49VU8GGW,10261	O,A3P74FP62XNVYI,11627
resignation	O	O,AJ94N3I1A434D,6678	O,AKNV05F5X5YAC,7571	O,A376BI2RNUIFRH,7725	O,AAHZCL4LIPCBQ,9552	O,A1KFP5MDIL0QN1,11300	O,A3P74FP62XNVYI,12591	O,A4H9P49VU8GGW,13945
.	O	O,AJ94N3I1A434D,7281	O,AKNV05F5X5YAC,8011	O,A376BI2RNUIFRH,8345	O,AAHZCL4LIPCBQ,10736	O,A1KFP5MDIL0QN1,12600	O,A3P74FP62XNVYI,13689	O,A4H9P49VU8GGW,14920

